ID,label,description,,
2749976563,2,MDNews is the premier local market .  business & practice management #publication for #doctors & #physicians in the Minnesota region. Powered by @TrueNorthCustom,,
8.90E+17,1,Nurse,,
8.03E+17,1,Hustle n' grind mom .  hospice nurse .  professional hot mess.,,
52028701,1,Registered nurse. Wife. Mommy. Sister. Daughter. Aunt.,,
2677152212,1,Public Health Nurse .  Parish Nurse .  Community Health Educator - Supporting the health of the whole person and of the communities where we live .  work .  and play.,,
1.01E+18,4,The leader without a title|| . The pharmacist|| . The writer|| . The public speaker|| . The footballer|| . A lover of charity|| . A solution provider||,,
105996869,5,NutriÃ³loga,,
528893104,1,from birmingham.full time nurse.mommy to a gorgeous little prince.,,
3286156981,8,Naturopathic Medical Student at @boucherinst . - Passionate about #womenshealth .  #adventures .  #theocean .  and #happiness.,,
127745172,5,Q.FarmacÃ©utico .  Nutricionista .  con mucho amor x la vida que es el milagro mÃ¡s grande para el hombre .  llevo a Dios y al PerÃº en mi corazÃ³nnnn,,
7.33E+17,4,I'm Alanda Barash. Nutrition & fitness is key to a happy and healthy life! Soon to be pharmacist. ASU Alumni.,,
264448903,2,doctor + systems innovation nerd. Working to transform health care delivery. Now @Humana  @HarvardMed @AriadneLabs Former @TheIHI @HBSAlumni @HMSAlumni,,
807994939,1,Health Care Strategist .  Registered Nurse. Traveler. @KronosInc Innovation & Technology  #Workforce Management in #Healthcare and beyond. Opinions are my own.,,
40536823,5, EN MEDICINA .ESPECIALISTA EN ENDOCRINOLOGIA .  NUTRICIÃ“N Y DIABETOLOGIA.,,
565319917,4,pharmacist .  content producer & publisher about health & nutrition. . ØµÙŠØ¯Ù„Ø§Ù†ÙŠØ© Ø£ÙƒØªØ¨ Ù…Ù‚Ø§Ù„Ø§Øª Ø·Ø¨ÙŠØ© ÙÙŠ Ù…ÙˆÙ‚Ø¹ ÙƒØ¨Ø³ÙˆÙ„Ø© Ø¹Ù† Ø§Ù„ØµØ­Ø© Ùˆ Ø§Ù„Ø£Ù…Ø±Ø§Ø¶ Ùˆ Ø§Ù„Ø­Ù…ÙŠØ© Ùˆ Ø§Ù„ØªØºØ°ÙŠØ©.,,
581441775,5,Janet McStay is the owner of Body Image Fitness. She is a Certified Holistic Health Counselor .  Pilates Teacher .  Personal Trainer .  and a Fitness Nutrition Coach,,
109850005,5,Sports Dietitian | PhD(c) .  CISSN | Fulbright Alumna | Rutgers | Hacettepe | Sport Nutrition | Basketball | TBF Performance Nutritionist | @ISSN_Diploma Graduate,,
34385081,5,Registered Dietitian. Nutrition & health informatics. Communications Manager at FHI 360. Tweets are my own.,,
612065206,5,GenEpic is a formula which restores essential nutrients lost due to stress .  aging .  etc. and  has shown improvement in certain diseases .  including Cancer.,,
1198235658,1,A full body blanket for cancer patients which covers & keeps them warm .  while allowing nurses to treat patients without having to remove the Huggie.,,
61575948,5,At Roex .  weâ€™re committed to helping people live longer .  healthier lives by creating innovative and effective nutritional supplements,,
9.48E+17,1,Finding creative ways to teach the next generation of Nurses,,
1571730391,1,Public Health Nurse at Pomperaug Health District,,
472030463,1,The only awards to celebrate the best in nurse education and student nurses. Honouring lecturers .  universities .  students and mentors.,,
2674235402,2,YourCure is a website which gives you the critical information about doctors at the time of need........we are coming soon....,,
113458704,2,Naturopathic doctor; Competitive distance runner; focusing on: sports .  prolotherapy .  hormonal health .  nutrigenomics .  MTHFR,,
404411685,3,Dr. Jennifer Agliato is a graduate of NYUC of Dentistry .  where she earned the coveted Bernard Rudner Award for Superior Performance in Oral Care,,
106550531,1,A healthcare staffing company that has been delivering personal attention and service to dedicated nurses .  techs and therapists since 2001.  #MedicalSolutions,,
2535298573,3,I specialize in Cosmetic and General Dentistry & Facial Aesthetics. My passion lies in creating beautiful smiles & restoring a youthful appearance to your skin.,,
263241885,8,Medical Student,,
917128614,2,Helping Doctors Manage Their Online Reputation.,,
87937530,2,Better known to her legion of fans around the world as â€œLa Doctora Isabel - Angel de la Radio .  is the nationâ€™s foremost Hispanic radio psychologist.,,
9.55E+17,2,Cris Rose . medical doctor . Burma,,
75300453,1,The Inspiration Nurse RN CSP FAAN blogs at https://t.co/LIX6jzb3BJ .  Keynote Speaker .  Author .  Humorist .  Forest Therapy Guide .  TEDx Speaker #NursePower #FallingTogether,,
83512298,2,WHO WITHOUT inspection for pay to play OF PERSIAN DOCTOR DEVELOPER SHIRZAD ABRAMS GIVEN HIM FAKE PLAN'S FAKE PERMITS FAKE DISCRIPTION LOT ON HIS LAND ?,,
790491571,8,- medical student -You make my heart smile .. W,,
170336709,1,RN specialized in Case Management .  Elder Care .  Life Care Planning .  Legal Nurse Consulting and Coaching. Provide resources .  networking and support.,,
849680412,7,Husband .  Father of 3 .  Paramedic .  EMS Educator .  and die-hard Saint Louis Blues Fan,,
1170875094,1,Pediatric Nurse Practitioner- PKIDS Online Advice Nurse - Fellow of AANP,,
1526635440,2,Future doctor..caffeine junkie...music lover..introvert..#mufc fan...#sarcasm...work hard-party harder,,
3790842072,8,medical student,,
1873124912,2,Presidio Insurance specializes in medical professional liability and business insurance for Physicians .  Doctors .  & Healthcare Professionals. Independant Broker.,,
4231537845,5,Nutrition can be confusing! We are MPH students at LR. We are here to help you find reliable & up-to-date nutrition info. so you can take charge of your health!,,
377385555,2,Doctor at MSFF-Doctors Without Borders-Gaza  .  like to have fun. Travelled to: Egypt ðŸ‡ªðŸ‡¬ .  Turkey ðŸ‡¹ðŸ‡· .  Jordan ðŸ‡¯ðŸ‡´ . FranceðŸ‡«ðŸ‡· . SpainðŸ‡ªðŸ‡¸ . ItalyðŸ‡®ðŸ‡¹ . VaticanðŸ‡»ðŸ‡¦.,,
2700952042,5,CISSN & SNS-ISSN . Passionate about the evidence-based approach in nutrition .  training and exercise. Pizza person,,
380316009,5,Licenciada en NutriciÃ³n (UBA) // Nutritionist,,
3196716847,2,PhD Student .  Family Doctor .  #GlobalHealth .  # MedicalEducation,,
2233335415,1,Mom & Advocate for my 2 special needs children . Nurse . Lovin my Jesus .  Health nut  . Lover of music,,
2863795479,1,Resus officer & Sepsis Nurse Practitioner (trainee ACP) .  UKSPF Communication officer .  UKST Clinical Educator .  West Mercia Scouts. My views are my own.,,
2802647151,4,Health Services Researcher .  HTA @HIQA. Pharmacist. @sphereprogramme alumnus. Views are my own. RTs are not endorsements etc. etc.,,
148877087,1,The Registered Nurse and Nurse Practitioner Job Board dedicated exclusively to Professionals with the desire to succeed.,,
279593936,2,Estudiante de la licenciatura Medico Cirujano en la Universidad Olmeca UNAM. . TUM-B Cruz roja Mexicana. . Quiero ser Doctor .  Docente e Investigador. . #DatosMÃ©dicos,,
128478683,5,Enjoy the Benefits of Avid Pure Acai: Highest Antioxidants and nutritional values retained. Freeze Dried process captures all instantly,,
2959744494,5,Nutrition Counseling .  Weight Mgmt. .  Diabetes Education & Training .  Nursing Home Consulting .  Acute Care Consulting .  Corp. Wellness .  Office Hours 8-5 M-F,,
4632213373,2,A Doctor | An Arsenal fan,,
74866693,4,Wife .  Mother to 3 girls & a westie! .  #Crohn's Fighter & #IBD Advocate! #IC #fibro #CFS #Pharmacist Jesus is my Strength! 2 Cor 1:4 .  here to help.,,
380306353,1,an occupational health Nurse .  friendly .  highly political and industrious a fan of chelsea.,,
1930363662,5,PhD in Food Technology. . MSc in Clinical and Public Health Nutrition. . Email: rquirosfernandez@gmail.com,,
324980891,1,NP candidate | Caritas Nurse @WatsonCaringSci | Nurse researcher #pulm | interest in #palliative care | work in progress| He/Him | Opinions entirely my own,,
345802621,1,Registered Nurse-Midwife/ Community Health Worker/ Patient's Right Advocate/ Entrepreneur/ Certified Coffee Addict/ Flowerhorn Hobbyist,,
1077409176,5,ASU Nutrition & Dietetics student.  Proud mom of six .  grandmother to one. The photo is my grandmother at the turn of the century.,,
2813022527,5,Rose Wellness Center for Integrative Medicine  . â–«ï¸ Functional Medicine  . *Telemedicine . â–«ï¸ Nutrition & Health Coaching . â–«ï¸ Acupuncture . â–«ï¸ Homeopathy . â–«ï¸ IR Sauna,,
261309285,4,Shyreen Dulanya .  PharmD .  BCPS | Transplant Pharmacist | Texas | to be continued...,,
154437008,2,Free CME .  conference and medical news .  continuing medical education and resources for doctors.,,
340215804,2,'DOCTOR',,
624697669,2,Medical Doctor .  Board Certified in Sleep Medicine .  Critical Care .  Pulmonary & Internal Medicine. Founder of The Advanced Sleep and Respiratory Institute (ASRI),,
207597568,2,Crowdsourcing patient wait times at the doctors office and ER from that smart phone in your hand.,,
87483212,1,I am a 52 yr old dsiabled nurse with spinal cond. I am narried and have 3 wonderful children and a fantastic husband,,
9.99E+17,4,#pharmacist,,
293690057,5,YS Nutrition products BUILD .  BOOST and BALANCE the immune system offering the maximum of benefits in whole food nutrition.,,
588831506,3,going to be a dentist,,
2839149880,4,Official Spokesperson for @pharmacists and reporter for @pharmacy_times,,
3044741931,7,I am a newly married paramedic mom of 4 boys ages 20-13. I am staring my new healthy life for my family.,,
2960568491,5,ASU Nutrition Student . Savory and Pastry Cook  . Oyster Shucker . Meal Planner  . Health & Wellbeing above all else,,
428873978,2,27. Doctor. Neurosurgery resident at Aga Khan University.  .  . Keen interest in sports .  healthcare management .  government and puns.,,
192845686,2,â€¢Guinness World Record Holder â€¢Director .  Dr. Gadgeâ€™s Diabetes Care & Research Centre â€¢Most Promising Leader In Diabetes Care â€¢Doctor for 2nd Opinion,,
8.84E+17,1,Nurseâ¤ï¸       Married with @PauloAbnier,,
1229323494,1,New grade Nurse doing transition program in Mental Health. Sydney. Australia,,
632560446,6,Biotechnologist,,
1.18E+18,1,SENG is a provincial chapter of National Emergency Nurses Association (NENA). SENG strives to promote and support emergency nurses in rural and urban SK #FOANed,,
1901652906,8,By medical students .  for students.,,
36262884,1,Clinical Instructor - The University of Texas -El Paso -School of Nursing - Family Nurse Practitioner - Howard County Community Health Services,,
1.15E+18,8,ðŸ“ðŸ¡Mthatha  . ðŸ£ medical studentðŸ“šðŸ’‰ .  . @mamelodisundownsðŸ‘†    @Man Cityâ›´ï¸,,
1640691446,2,spy doctor .  expert at outspokenness .  love sarcasm,,
1.03E+18,2,Former lawyer .  soon to be doctor .  current dad and husband,,
331777691,4,As Geriatric Care Pharmacists we strive to enhance the lives of older adults by ensuring effective use of medication and promotion of healthy aging strategies!,,
341594757,1,Nurse Educator| Speaker|Author| NCLEX- Test Item Writer| Christian| Born & Raised Malawian. Living life to the fullest! Personal Page- Opinions are my own.,,
141057548,5,Author-How to Teach Nutrition to Kids https://t.co/A5DnOTTC5P. speaker .  consultant .  pediatric & sports dietitian (CSSD) .  mom X 3 .  #fitness .  #garden #environment,,
570108566,4,Clinical pharmacist // Taibah University// Pharmacology department// PhD student at UOG// centre for translational pharm,,
374426541,4,Pharmacy Manager .  Community/retail Pharmacist. Retail operations and Supply Chain Management enthusiast.  A masseur.,,
3044119510,1,Psychiatric Nurse Practitioner .  Animal-Lover .  Vegan .  Traveler .  Bookworm .  Texan.,,
1692834204,8,Medical student,,
16273556,2,State of Florida Chief Medical Officer (former). MEDICAL DOCTOR with a passion for the US Constitution and American Dream. United We Stand: Let's Heal America!,,
1.12E+18,6,SonographerðŸ¥¼ .  Radiographer .   social commentator .  Football analystâš½ï¸ and Investment specialistðŸ’°ðŸ’³,,
288142203,5,Senior lecturer in neuroscience .  clinical neurology .  and nutrition .  Macquarie University,,
3056579073,1,Nurse Practitionerâ€¢Freelance nursing & medical writerâ€¢content reviewerâ€¢editorâ€¢Blogging @ https://t.co/D4Zoi35Twzâ€¢ðŸ“¸,,
506263753,1,Tarascon publishes pocketbooks and medical mobile apps for physicians .  residents .  medical students .  nurse practitioners .  and other point of care providers.,,
7.01E+17,5,Naturopathic Nutritional Therapist/ Reiki Practitioner,,
1567696022,2,Powerful social media.Meet patients .  doctors . people.Create . join projects and events.Start a fundraising.Extend the reach & shape the future of Healthcare.,,
205080593,2,Doctor en Salud PÃºblica .  . Ph. D. Miami University,,
1.24E+18,1,Professional Account. RN. Interventional Radiology Nurse. BSN student at UofM,,
3252885160,8,Just an average medical student with a lot to share one tweet/retweet at a time. #stillarookie@thisstuffthoughbearwithme,,
1231296871,5,BiÃ³loga y AntropÃ³loga FÃ­sica. Investigo en el campo de la epidemiologÃ­a nutricional en @Acontraelhambre y @EpinutUCM. Docente @ui1Universidad. Mis opiniones.,,
2840011659,2,Doctors Pathology Services is a full-service anatomic pathology laboratory serving the entire Mid-Atlantic region.,,
3327314696,1, Family Nurse Practitioner .  Psychiatric Nurse Practitioner .  Assistant Professor of Nursing .  Opinions expressed are my own,,
585847595,1,100% Free Website Designed for Nurses by Nurses .  we do websites .  banners .  flash .  gif .  dvd's .  video's and much much more. RNsingles@yahoo.com,,
